conceptUri,reuseLevel,preferredLabel,altLabels
http://data.europa.eu/esco/skill/089af6fe-a65e-4271-a232-b2d97ba6f43a,cross-sector,help clients make decisions during counselling sessions,"incorporate strategic foundation in daily performance
integrate strategic foundation in daily performance
integrating strategic foundation in daily performance
integrate strategic foundation in performance
implement strategic foundation in daily performance"
http://data.europa.eu/esco/skill/089bab26-a854-40fb-8c04-5be4f693315a,cross-sector,integrate strategic foundation in daily performance,"lead implementation of environmental policies and legislation
ensuring environmental legislation compliance
ensure compliance with environmental legislation
ensure environmental legislation compliance
ensuring compliance with environmental legislation
checking compliance with environmental laws
ensure compliance with environmental regulations
check compliance with environmental laws
ensuring of compliance with environmental legislation
lead implementation of environmental legislation"
http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,cross-sector,ensure compliance with environmental legislation,"check medical devices
test a medical device
testing medical devices
test medical devices
try medical devices
evaluate medical devices
testing a medical device"
http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,cross-sector,manage research data,"regulations for optical equipment
optical equipment standards
standards relating to optical equipment
regulations relating to optical equipment
standards for optical equipment
international optical equipment regulations
standards covering optical equipment
national optical equipment standards
international optical equipment standards
national optical equipment regulations
regulations covering optical equipment"
http://data.europa.eu/esco/skill/08cdc2d8-3b6d-491b-8c0e-f631855c8083,cross-sector,test medical devices,"handle personal feedback
accept feedback
manage feedback
managing feedback
receive feedback"
http://data.europa.eu/esco/skill/08deb446-76f3-4fa2-bd01-dd368c66880d,cross-sector,optical equipment standards,"administer statistical financial records
producing a statistical financial records
producing statistical financial records
provide statistical financial records
create statistical financial records
produce statistical financial records
produce a statistical financial record
complete statistical financial records"
http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075,cross-sector,manage feedback,"interpret written Armenian
understand written Armenian
make sense of written Armenian
read Armenian
comprehend written Armenian
understand Armenian writing
understanding written Armenian"
http://data.europa.eu/esco/skill/08ee68b2-0a6d-4bdf-a870-a36c0dc8064e,cross-sector,produce statistical financial records,"calculate materials
forecast components: work out material needs
determine components
adjust materials
forecast materials: work out material needs
determine materials
adjust components"
http://data.europa.eu/esco/skill/08ee9a78-5eb5-426c-b34e-9ef0e0f88cc5,transversal,understand written Armenian,"measures for disease prevention
medical disease prevention
preventive medicine
disease prevention in medicine
measures for prevention of diseases
preventative medicine"
http://data.europa.eu/esco/skill/08f09776-a8cd-4981-a5d2-21e01ecf078d,cross-sector,calculate materials to build equipment,"plan marketing strategies
arrange marketing strategy
organise marketing strategy
planning a marketing strategy
plan a marketing strategy
plan marketing strategy
project marketing strategy
design marketing strategy"
http://data.europa.eu/esco/skill/08f85a8c-c50c-4c97-b456-2fdda7f6a973,cross-sector,preventive medicine,"employment law
employment legislation
labor  legislation
legislation on labour"
http://data.europa.eu/esco/skill/08fd2839-670c-4f16-8024-97437f2035ab,cross-sector,plan marketing strategy,"engineering site audits performing
engineering site audit conducting
engineering site audits conducting
conducting engineering site audits
performing engineering site audits
engineering site audit performing
conduct engineering site audits"
http://data.europa.eu/esco/skill/08fe5910-8c4c-4679-a988-eb2ded3c4909,cross-sector,labour legislation,"supervise studio resourcing
direct studio resourcing
manage studio resourcing's
run studio resourcing
manage studio resourcing
managing studio resourcing
oversee studio resourcing"
http://data.europa.eu/esco/skill/09473fea-69ea-40dc-9ff4-bbaaff10840e,cross-sector,conduct engineering site audits,"assist guest departure
assist departure guests
help clients with their check-out procedures
process guests' check-out
assist guests with their departure"
http://data.europa.eu/esco/skill/094bc577-0389-4cbb-9c28-c0888c5942e8,cross-sector,manage studio resourcing,"provide legal counsel on investments
provide legal investment advice
providing legal advice on investments
provide legal advice on investment
provide legal advice on investments"
http://data.europa.eu/esco/skill/094e594d-83cc-4480-bad8-fae0ec2ed8ab,cross-sector,assist guest departure,"ensure completion of required import-export documentation
create commercial import-export documentation
ensure completion of documentation required for import-export activities
write import-export commercial documentation
complete documentation required for import-export activities
produce commercial import-export documentation
write commercial import-export documentation
produce import-export commercial documentation
create import-export commercial documentation
complete official documents required for import-export activities"
http://data.europa.eu/esco/skill/0957a353-b163-4887-96f6-ce79abc5b4e1,cross-sector,provide legal advice on investments,prepare audit activities
http://data.europa.eu/esco/skill/0959a14b-9743-4d71-93ba-a1fefa56e5ae,cross-sector,create import-export commercial documentation,"types of waxes
types of a wax
wax types
categories of waxes
types of wax
varieties of waxes
brands of waxes
variations of waxes"
http://data.europa.eu/esco/skill/095fdace-1cc3-4e80-b37b-268fe297904a,cross-sector,prepare audit activities,"educate on the prevention of diseases and infections
educate on the prevention of illness
educate on the prevention of illnesses
educate on illness-prevention
prevent diseases and infections
give advice on the prevention of illness
give advice on the prevention of diseases and infections
advise on the prevention of illness
educate on illnesses-prevention
advise on the prevention of diseases and infections"
http://data.europa.eu/esco/skill/09708bab-8485-40db-a004-9d286815f781,cross-sector,types of waxes,"prepare speeches
get speeches ready
prepare speech
preparing speeches
write up speeches
create speeches"
http://data.europa.eu/esco/skill/097098fc-6d89-44e9-9305-98ac5c0a78ac,cross-sector,educate on the prevention of illness,"provide social counseling
offer social counseling services
offer social counseling
assist and guide social service users
offer social counselling
offer social counselling services
provide social-counseling
provide social-concelling"
http://data.europa.eu/esco/skill/09cac140-367e-45f5-b19f-6430e75e5a2a,cross-sector,prepare speeches,"cleaning industry safety and health measures
cleaning industry health and safety measures
cleaning industry health and safety measure
health and safety measures for cleaning industry
cleaning industry health and safety procedures"
http://data.europa.eu/esco/skill/09d6ed43-95a1-4492-8bd7-d01039285afa,cross-sector,provide social counselling,"transmit training on general quality management supervision
communicate training on general quality management supervision
impart training on general quality management supervision
convey training on general quality management supervision
impart training on quality management supervision
reveal training on general quality management supervision
impart training about general quality management supervision"
http://data.europa.eu/esco/skill/09dea77e-870c-49eb-9a97-1398bee57bd0,cross-sector,cleaning industry health and safety measures,"execute advertising measure for vehicles
execute an advertising measures for the vehicles
undertake advertising measures for the vehicles
execute advertising measures for a vehicle
execute advertising measures for the vehicles
carry out advertising measures for the vehicles
enact advertising measures for the vehicles
achieve advertising measures for the vehicles"
http://data.europa.eu/esco/skill/09e7cd13-ea36-4694-afe5-f34373759392,cross-sector,provide training on quality management supervision,"help in the organisation of school events
assist in the organization  of school events
assists in the organisation of school events
aid in the organisation of school events
assisting in the organisation of school events"
http://data.europa.eu/esco/skill/09f07c6a-866b-4587-a771-45b0cd613540,cross-sector,execute advertising for vehicles,"systems development life-cycle
application development life-cycle"
http://data.europa.eu/esco/skill/09f159aa-2745-4ab0-a050-96722a2269b9,cross-sector,assist in the organisation of school events,"transportation software relating to ERP systems
transportation software related to an ERP programme
transportation software related to ERP operations
transportation software related to ERP administration
transportation software related to an ERP data
transportation software related to an ERP system
transportation software relating to an ERP system
transportation software related to ERP systems"
http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,cross-sector,systems development life-cycle,"complete work tasks on irregular surfaces
work on uneven surfaces
complete work tasks on uneven surfaces
carry out work tasks on irregular terrain
work on irregular surfaces
work on asymmetrical surfaces
perform work tasks on asymmetrical terrain
safely execute work activities on uneven surfaces
work on uneven ground
work on irregular terrain
work on uneven terrain
work on asymmetrical terrain"
